,name,n_total,n_actives,baseline_rate,roc_auc,partial_auc_10,partial_auc_5,bedroc_20,bedroc_80,rie_20,average_precision,ap_lift,best_f1,ef_0.1%_ef,ef_0.1%_hits,ef_0.1%_hitrate,ef_0.5%_ef,ef_0.5%_hits,ef_0.5%_hitrate,ef_1%_ef,ef_1%_hits,ef_1%_hitrate,ef_2%_ef,ef_2%_hits,ef_2%_hitrate,ef_5%_ef,ef_5%_hits,ef_5%_hitrate,ef_10%_ef,ef_10%_hits,ef_10%_hitrate,ef_20%_ef,ef_20%_hits,ef_20%_hitrate,auac,recovery_0.1%,recovery_0.5%,recovery_1%,recovery_2%,recovery_5%,recovery_10%,recovery_20%
egfr,egfr,205632,4032,0.0196078431372549,0.8320339958900227,0.41630647159037226,0.30612455268565764,0.38687935465205137,0.3156306895020889,7.014125820696044,0.18703062906311668,9.53856208221895,0.2615297449928647,33.08780487804878,133,0.6487804878048781,20.78696498054475,419,0.4075875486381323,16.917315175097276,682,0.3317120622568093,13.047665369649804,1052,0.25583657587548636,8.318937846512986,1677,0.16311642836299972,5.627534892768565,2269,0.1103438214268346,3.5615425764723043,2872,0.06983416816612362,0.8255190633593329,3.298611111111111,10.391865079365079,16.91468253968254,26.091269841269842,41.592261904761905,56.274801587301596,71.23015873015873
drd2,drd2,164373,3223,0.0196078431372549,0.9091201599502644,0.5517304311654645,0.42843919012519494,0.5217709579876482,0.44026614775636136,9.111162363285786,0.309297479297123,15.774171444153271,0.35460583304293436,44.46951219512195,143,0.8719512195121951,29.630937880633375,477,0.5809987819732034,23.559951308581862,759,0.4619598295800365,17.579251597201097,1133,0.3446912077882568,10.86651253346313,1751,0.2130688732051594,7.068078116444607,2278,0.13858976698910994,4.235261909107502,2730,0.08304435115897062,0.9010968246906575,4.436860068259386,14.799875892026062,23.549488054607508,35.153583617747444,54.32826559106423,70.67949115730686,84.70369221222464
adrb2,adrb2,15702,447,0.0284677111196026,0.7187827807217642,0.181987495206398,0.1055494329434659,0.15397070956320835,0.10764759613376228,3.1949132314045503,0.07687483652722917,2.700422109956493,0.14115308147637262,9.367337807606264,4,0.26666666666666666,6.755291688177595,15,0.19230769230769232,3.803616466464327,17,0.10828025477707007,4.586713974265806,41,0.1305732484076433,3.445629034326508,77,0.0980891719745223,3.1771384602231434,142,0.09044585987261146,2.360479630658744,211,0.06719745222929936,0.7125553193326376,0.8948545861297539,3.3557046979865772,3.803131991051454,9.172259507829978,17.225950782997764,31.767337807606268,47.20357941834452
bace1,bace1,18706,485,0.025927509889874908,0.7663801878086745,0.13611234799316752,0.06853087267042615,0.10672680059712722,0.05384708312031756,2.5592325149364696,0.060796934767574626,2.3448813644582494,0.11625307398021854,4.28545246277205,2,0.1111111111111111,2.488327236448287,6,0.06451612903225806,3.0937758421081645,15,0.08021390374331551,2.9906499807045592,29,0.07754010695187166,2.516271018247974,61,0.06524064171122995,2.4337703291250894,118,0.06310160427807486,2.4743590803495397,240,0.06415396952686447,0.7594654011447896,0.4123711340206186,1.2371134020618557,3.0927835051546393,5.979381443298969,12.577319587628866,24.329896907216494,49.48453608247423
esr1,esr1,21445,627,0.029237584518535788,0.7817271214963495,0.36440715103158033,0.2680962662203592,0.3533117232658924,0.3393838426216491,5.999214956683553,0.1889164820045211,6.461425768081268,0.28301886787572933,14.658236500341763,9,0.42857142857142855,18.22005097706032,57,0.5327102803738317,14.703900788504823,92,0.42990654205607476,10.868100582807912,136,0.3177570093457944,7.146801875788522,224,0.208955223880597,4.8496155585707825,304,0.1417910447761194,3.1100478468899526,390,0.09093028678013523,0.7734718055870086,1.4354066985645932,9.090909090909092,14.673046251993622,21.690590111642745,35.72567783094099,48.484848484848484,62.20095693779905
hdac2,hdac2,10604,238,0.022444360618634477,0.8342265518980116,0.3953738547319372,0.29211530261342433,0.37548773894379145,0.3184537582433388,6.6801315544475175,0.18617701125526046,8.295046333406647,0.26783114988193635,17.8218487394958,4,0.4,22.69763754558427,27,0.5094339622641509,15.972411606151894,38,0.3584905660377358,11.76914539400666,56,0.2641509433962264,8.322467100047566,99,0.18679245283018867,5.380180751545901,128,0.12075471698113208,3.530743618201998,168,0.07924528301886792,0.826710389927378,1.680672268907563,11.344537815126051,15.966386554621847,23.52941176470588,41.596638655462186,53.78151260504202,70.58823529411765
jak2,jak2,6743,153,0.022690197241583866,0.868586787269283,0.29869975304233976,0.19473950429944356,0.28134423183313745,0.19139237068229895,5.247503333079873,0.11983435786122353,5.281327287962289,0.19730941699528545,0.0,0,0.0,9.348583877995642,7,0.21212121212121213,10.52463174324456,16,0.23880597014925373,8.222368549409813,25,0.1865671641791045,5.754194061402998,44,0.13056379821958458,4.511811252690987,69,0.10237388724035608,3.7271484261360333,114,0.08456973293768547,0.8601876164969919,0.0,4.57516339869281,10.457516339869281,16.33986928104575,28.75816993464052,45.09803921568628,74.50980392156863
pparg,pparg,26589,723,0.027191695814058444,0.7657752333309699,0.27895631694319023,0.18992447403411925,0.25921555894765,0.20887308933239385,4.7408844770545056,0.11866974792775398,4.364190771301591,0.20332480813442783,15.559048834982445,11,0.4230769230769231,10.308405633094429,37,0.2803030303030303,7.771518045878024,56,0.21132075471698114,7.549108782458526,109,0.20527306967984935,5.479032998323389,198,0.1489841986455982,4.0539309810827096,293,0.11023325808878856,2.849667979556687,412,0.07748730487116795,0.758585443381858,1.5214384508990317,5.117565698478561,7.745504840940526,15.076071922544951,27.385892116182575,40.52558782849239,56.984785615491006
cyp3a4,cyp3a4,16983,333,0.0196078431372549,0.6543731118505894,0.20682033384736087,0.16189162135108084,0.1790196314112436,0.18961944947115275,3.784030839757658,0.09393462472700301,4.790665861077153,0.16037735845685405,31.875,10,0.625,18.214285714285715,30,0.35714285714285715,11.165680473372781,37,0.21893491124260356,7.221238938053097,48,0.1415929203539823,4.144876325088339,69,0.0812720848056537,2.913427561837456,97,0.05712603062426384,1.8922261484098941,126,0.037102473498233215,0.651353349463224,3.003003003003003,9.00900900900901,11.11111111111111,14.414414414414415,20.72072072072072,29.129129129129126,37.83783783783784
fxa,fxa,22695,445,0.0196078431372549,0.8250074990531499,0.4453760888776669,0.3672334301224593,0.430609555433468,0.4373293878611573,7.696496990245403,0.30062285442935893,15.331765575897306,0.3456090651092036,51.0,22,1.0,34.30088495575222,76,0.672566371681416,25.951327433628318,115,0.5088495575221239,16.09933774834437,143,0.31567328918322296,8.859788359788359,197,0.17372134038800705,5.4843543411194355,244,0.10753635962979285,3.3595505617977532,299,0.06587354042740692,0.8186106428431744,4.943820224719101,17.078651685393258,25.842696629213485,32.13483146067416,44.26966292134831,54.831460674157306,67.19101123595506
