,name,n_total,n_actives,baseline_rate,roc_auc,partial_auc_10,partial_auc_5,bedroc_20,bedroc_80,rie_20,average_precision,ap_lift,best_f1,ef_0.1%_ef,ef_0.1%_hits,ef_0.1%_hitrate,ef_0.5%_ef,ef_0.5%_hits,ef_0.5%_hitrate,ef_1%_ef,ef_1%_hits,ef_1%_hitrate,ef_2%_ef,ef_2%_hits,ef_2%_hitrate,ef_5%_ef,ef_5%_hits,ef_5%_hitrate,ef_10%_ef,ef_10%_hits,ef_10%_hitrate,ef_20%_ef,ef_20%_hits,ef_20%_hitrate,auac,recovery_0.1%,recovery_0.5%,recovery_1%,recovery_2%,recovery_5%,recovery_10%,recovery_20%
egfr,egfr,205632,4032,0.0196078431372549,0.8625338696676588,0.4902613787123645,0.3819967541414714,0.4665760583184818,0.40518250188301774,8.25303886481142,0.26155191883913315,13.33914786079579,0.3258575197391221,39.80487804878049,160,0.7804878048780488,27.285992217898833,550,0.5350194552529183,22.30009727626459,899,0.4372568093385214,16.3715953307393,1320,0.321011673151751,9.762474467464255,1968,0.19142106798949518,6.339347371492487,2556,0.12430092885279385,3.8467636045324127,3102,0.0754267373437728,0.8554211367948028,3.968253968253968,13.640873015873014,22.296626984126984,32.73809523809524,48.80952380952381,63.39285714285714,76.93452380952381
drd2,drd2,164373,3223,0.0196078431372549,0.9085945522837571,0.5687147883815605,0.44977342015757243,0.5375784421132871,0.4623860767949553,9.356898600612716,0.3271162404175604,16.68292826129558,0.3681400177489691,44.15853658536585,142,0.8658536585365854,30.99756394640682,499,0.607795371498173,24.80158247108947,799,0.48630553864881315,18.30848798296319,1180,0.3589899604502586,11.269895351667072,1816,0.2209783402287661,7.1518525278335465,2305,0.14023240250654012,4.222850885198029,2722,0.08280099774898096,0.9005789861268418,4.405833074775054,15.482469748681352,24.790567793980763,36.611852311511015,56.34502016754577,71.5172199813838,84.45547626434998
adrb2,adrb2,15702,447,0.0284677111196026,0.7353388370849913,0.1925682487936254,0.11674758046835418,0.1677684804470094,0.11530673283366599,3.3916629597584556,0.08441187058946831,2.9651794004381014,0.15410958899384747,14.051006711409396,6,0.4,5.404233350542076,12,0.15384615384615385,5.369811482067285,24,0.15286624203821655,4.139229684093532,37,0.1178343949044586,4.161603898602146,93,0.11847133757961784,3.065267387680075,137,0.08726114649681528,2.6960928482879494,241,0.0767515923566879,0.7286326539858557,1.342281879194631,2.684563758389262,5.369127516778524,8.277404921700224,20.80536912751678,30.648769574944073,53.914988814317674
bace1,bace1,18706,485,0.025927509889874908,0.7926212362873472,0.1832348196852278,0.10157646354580108,0.15842306913294377,0.09454969976127525,3.3147515937647367,0.07538635959273327,2.907581943384883,0.13713910758478828,0.0,0,0.0,5.806096885046004,14,0.15053763440860216,4.5375379017586415,22,0.11764705882352941,4.228160317547824,41,0.10962566844919786,3.4650289431611445,84,0.08983957219251337,3.155651358950328,153,0.08181818181818182,2.752724476888863,267,0.07137129109863673,0.7849888287676595,0.0,2.88659793814433,4.536082474226804,8.45360824742268,17.31958762886598,31.546391752577318,55.05154639175258
esr1,esr1,21445,627,0.029237584518535788,0.7628405319712438,0.3133015947584312,0.23287340439501272,0.30741721324984733,0.28782057662100546,5.349766032416615,0.15321315950787195,5.240281029738938,0.25601374565476626,9.77215766689451,6,0.2857142857142857,15.02355080564623,47,0.4392523364485981,11.187750599949322,70,0.32710280373831774,10.068975539954389,126,0.29439252336448596,6.221546275798044,195,0.18190298507462688,4.259366296507892,267,0.12453358208955224,3.0303030303030303,380,0.08859874096525996,0.7551646714658582,0.9569377990430622,7.496012759170653,11.164274322169058,20.095693779904305,31.100478468899524,42.58373205741627,60.60606060606061
hdac2,hdac2,10604,238,0.022444360618634477,0.8843895362505412,0.5497975767578881,0.4429477752899347,0.528271508737255,0.4750177580050676,8.991727534180296,0.3147213112891311,14.022289012226665,0.3887468030214166,22.277310924369747,5,0.5,30.263516727445694,36,0.6792452830188679,23.53829078801332,56,0.5283018867924528,17.863881401617252,85,0.4009433962264151,11.180688124306327,133,0.2509433962264151,6.809291263675282,162,0.15283018867924528,3.9931029015379735,190,0.08962264150943396,0.8757169880400292,2.100840336134454,15.126050420168067,23.52941176470588,35.714285714285715,55.88235294117647,68.0672268907563,79.83193277310924
jak2,jak2,6743,153,0.022690197241583866,0.88986333025876,0.35092286788261073,0.21070744939351563,0.3180435362403551,0.1628716853777435,5.801752537522209,0.12747259691451887,5.617958960749024,0.21831869507562643,0.0,0,0.0,1.335511982570806,1,0.030303030303030304,7.235684323480636,11,0.16417910447761194,8.222368549409813,25,0.1865671641791045,6.669634025717111,51,0.1513353115727003,5.688805492523418,87,0.129080118694362,4.021396986094141,123,0.09124629080118694,0.8809586121264463,0.0,0.6535947712418301,7.18954248366013,16.33986928104575,33.33333333333333,56.86274509803921,80.3921568627451
pparg,pparg,26589,723,0.027191695814058444,0.7368325251998302,0.2278521530103173,0.14207065053543855,0.20475327450069625,0.14144909177025822,3.9548298291571156,0.08601140797605772,3.1631498294265543,0.16252683222553188,0.0,0,0.0,3.9004778071168116,14,0.10606060606060606,6.661301182181163,48,0.1811320754716981,5.886919692742888,85,0.160075329566855,4.565860831936158,165,0.12415349887133183,3.7080324332087584,268,0.10082768999247554,2.697501242784243,390,0.07334963325183375,0.730403207016785,0.0,1.9363762102351314,6.639004149377594,11.756569847856154,22.821576763485478,37.06777316735823,53.941908713692946
cyp3a4,cyp3a4,16983,333,0.0196078431372549,0.7223858994129264,0.2426264101939777,0.18991784577370163,0.21926348603826265,0.2354090472189973,4.410017070486154,0.12710795097249555,6.4825054995972735,0.1974865349608914,35.0625,11,0.6875,20.035714285714285,33,0.39285714285714285,14.18343195266272,47,0.2781065088757396,8.876106194690266,59,0.17404129793510326,4.865724381625442,81,0.09540636042402827,3.2137809187279154,107,0.06301531213191991,2.2075971731448765,147,0.04328621908127209,0.7180337023120983,3.303303303303303,9.90990990990991,14.114114114114114,17.71771771771772,24.324324324324326,32.13213213213213,44.14414414414414
fxa,fxa,22695,445,0.0196078431372549,0.8585065017043303,0.5129609897740184,0.41680999873753316,0.4933236377301892,0.47308943359350614,8.671840633746838,0.3415691797383017,17.42002816665339,0.36130306016791386,51.0,22,1.0,37.46017699115045,83,0.7345132743362832,25.951327433628318,115,0.5088495575221239,17.788079470198674,158,0.3487858719646799,10.119047619047619,225,0.1984126984126984,6.338475099162626,282,0.12428382547377699,3.741573033707865,333,0.07336417713152676,0.8514616148188856,4.943820224719101,18.651685393258425,25.842696629213485,35.50561797752809,50.56179775280899,63.370786516853926,74.8314606741573
