,name,n_total,n_actives,baseline_rate,roc_auc,partial_auc_10,partial_auc_5,bedroc_20,bedroc_80,rie_20,average_precision,ap_lift,best_f1,ef_0.1%_ef,ef_0.1%_hits,ef_0.1%_hitrate,ef_0.5%_ef,ef_0.5%_hits,ef_0.5%_hitrate,ef_1%_ef,ef_1%_hits,ef_1%_hitrate,ef_2%_ef,ef_2%_hits,ef_2%_hitrate,ef_5%_ef,ef_5%_hits,ef_5%_hitrate,ef_10%_ef,ef_10%_hits,ef_10%_hitrate,ef_20%_ef,ef_20%_hits,ef_20%_hitrate,auac,recovery_0.1%,recovery_0.5%,recovery_1%,recovery_2%,recovery_5%,recovery_10%,recovery_20%
egfr,egfr,205632,4032,0.0196078431372549,0.8987212807214899,0.5174900646022297,0.4018967801240867,0.49198362403093626,0.41829514788797206,8.648008331956866,0.2808949848764629,14.325644228699609,0.3337091318557116,39.55609756097561,159,0.775609756097561,28.476653696498055,574,0.5583657587548638,22.696984435797663,915,0.44503891050583655,16.69406614785992,1346,0.32733463035019456,10.303180624452875,2077,0.20202314949907596,6.689053153722706,2697,0.13115790497495503,4.091061615523027,3299,0.08021689442202014,0.8908992693817496,3.943452380952381,14.23611111111111,22.69345238095238,33.382936507936506,51.51289682539682,66.88988095238095,81.8204365079365
drd2,drd2,164373,3223,0.0196078431372549,0.9344412931835245,0.6365486334886095,0.5149466259660798,0.6066909425837712,0.5297535949763799,10.431291317561666,0.39665285469013783,20.22929558919703,0.42446244060953353,45.713414634146346,147,0.8963414634146342,34.35200974421437,553,0.6735688185140073,28.526475958612295,919,0.559342665855143,21.36507453605111,1377,0.41892303011864923,12.622779265027987,2034,0.24750547578486248,7.8034312830808545,2515,0.15300845653099715,4.495893411206425,2898,0.08815477276875343,0.925918233549846,4.560968042196711,17.157927396835245,28.51380701210053,42.724170027924295,63.10890474713,78.03288861309339,89.91622711759231
adrb2,adrb2,15702,447,0.0284677111196026,0.7634873811864963,0.20215691924824591,0.12011611698808546,0.17862159795492874,0.10831126065273156,3.54642331485198,0.08405843476649327,2.952764077636415,0.154687499954547,7.025503355704698,3,0.2,3.1524694544828775,7,0.08974358974358974,4.698585046808875,21,0.1337579617834395,4.810456119351943,43,0.13694267515923567,4.206352327619373,94,0.1197452229299363,3.3561321762920535,150,0.09554140127388536,2.796776813576711,250,0.07961783439490445,0.7559487427612207,0.6711409395973155,1.5659955257270695,4.697986577181208,9.619686800894854,21.02908277404922,33.557046979865774,55.92841163310962
bace1,bace1,18706,485,0.025927509889874908,0.8423291466683113,0.2957746160117729,0.1702668892865771,0.2665304832092757,0.1593122625087299,4.8946956827828485,0.11470807260031392,4.424183930023654,0.20752797554777683,0.0,0,0.0,7.050260503270147,17,0.1827956989247312,5.9812999614091185,29,0.15508021390374332,6.39380340702354,62,0.1657754010695187,5.568796515794696,135,0.1443850267379679,4.70253928000441,228,0.12192513368983957,3.5156518599966375,341,0.09115209836941994,0.8334340599686301,0.0,3.5051546391752577,5.979381443298969,12.783505154639174,27.835051546391753,47.01030927835051,70.30927835051546
esr1,esr1,21445,627,0.029237584518535788,0.8167826640024282,0.3766358642831937,0.26368727957939725,0.3626005035196726,0.31158137189979035,6.130659618397133,0.1801047368499341,6.160041597682356,0.2758620689164685,1.628692944482418,1,0.047619047619047616,9.909150531383684,31,0.2897196261682243,13.744950737080595,86,0.40186915887850466,11.027925591378617,138,0.32242990654205606,6.891558951653217,216,0.20149253731343283,5.120811165464543,321,0.14972014925373134,3.421052631578948,429,0.10002331545814876,0.8075154237147586,0.1594896331738437,4.944178628389154,13.716108452950559,22.00956937799043,34.44976076555024,51.196172248803826,68.42105263157895
hdac2,hdac2,10604,238,0.022444360618634477,0.901189570947036,0.46727180163981463,0.3524369423632852,0.44686043072831655,0.3593678883428954,7.759989890282829,0.2350477830680822,10.472465090982956,0.3198757763509182,26.7327731092437,6,0.6,20.17567781829713,24,0.4528301886792453,17.233391469795468,41,0.3867924528301887,13.240288568257492,63,0.2971698113207547,9.751577612176947,116,0.2188679245283019,6.220833993974948,148,0.13962264150943396,4.18224988108451,199,0.0938679245283019,0.8921486738792084,2.5210084033613445,10.084033613445378,17.22689075630252,26.47058823529412,48.739495798319325,62.18487394957983,83.61344537815127
jak2,jak2,6743,153,0.022690197241583866,0.8619095083658148,0.25528380294960673,0.1275848730994674,0.223993318797348,0.08516893593601174,4.381364357490013,0.09354987406766486,4.1229202669167595,0.17444219064315242,0.0,0,0.0,2.671023965141612,2,0.06060606060606061,2.63115793581114,4,0.05970149253731343,4.933421129645888,15,0.11194029850746269,4.446422683811408,34,0.10089020771513353,4.511811252690987,69,0.10237388724035608,3.8906198483349814,119,0.08827893175074183,0.8536671774844695,0.0,1.3071895424836601,2.6143790849673203,9.803921568627452,22.22222222222222,45.09803921568628,77.77777777777779
pparg,pparg,26589,723,0.027191695814058444,0.747822429653671,0.306063787202455,0.21208464649011896,0.28387905914735356,0.23588416896211864,5.096853000267628,0.13292052708453014,4.888276479461372,0.22461170843360376,15.559048834982445,11,0.4230769230769231,12.537250094304035,45,0.3409090909090909,9.436843341423316,68,0.25660377358490566,8.310945448578194,120,0.22598870056497175,6.281517629390957,227,0.1708051166290444,4.2891419936369966,310,0.11662904439428141,2.849667979556687,412,0.07748730487116795,0.74112358988292,1.5214384508990317,6.224066390041494,9.405255878284924,16.59751037344398,31.3969571230982,42.87690179806362,56.984785615491006
cyp3a4,cyp3a4,16983,333,0.0196078431372549,0.7821143666188712,0.27322998674350024,0.22107152197242286,0.2622302154232131,0.2882297224766015,5.078357149330354,0.17425532858414858,8.887021757791578,0.23315118392312698,35.0625,11,0.6875,27.32142857142857,45,0.5357142857142857,16.89940828402367,56,0.33136094674556216,10.530973451327434,70,0.20648967551622419,5.406360424028269,90,0.10600706713780919,3.5742049469964665,119,0.07008244994110718,2.838339222614841,189,0.05565371024734982,0.7765596368316735,3.303303303303303,13.513513513513514,16.816816816816818,21.02102102102102,27.027027027027028,35.73573573573574,56.75675675675676
fxa,fxa,22695,445,0.0196078431372549,0.8458655725287212,0.5038757732609519,0.4307839919202121,0.49276361415618375,0.48050526250863174,8.663131020002785,0.34243277911454556,17.464071734841824,0.3679458238777663,51.0,22,1.0,36.557522123893804,81,0.7168141592920354,26.628318584070797,118,0.5221238938053098,18.350993377483444,163,0.3598233995584989,10.38888888888889,231,0.2037037037037037,6.0687527545174085,270,0.11899515204936095,3.595505617977528,320,0.07050011015642212,0.8391110252963703,4.943820224719101,18.202247191011235,26.516853932584272,36.62921348314607,51.91011235955057,60.67415730337079,71.91011235955057
